"CASRN"	"Chemical"	"Tc"	"Pc"	"Vc"	"omega"
"108-00-9"	"N,N-dimethylethylenediamine"	612.33	46.1	316.1	0.533
"108-01-0"	"dimethylethanolamine"	571.82	41.4	300	0.711
"108-03-2"	"1-nitropropane"	605	43.5	288.8	0.413
"108-05-4"	"vinyl acetate"	519.13	39.58	270	0.351
"108-08-7"	"2,4-dimethylpentane"	519.8	27.4	418	0.302
"108-09-8"	"2-amino-4-methylpentane"	557.83	33.76	388.5	0.419
"108-10-1"	"4-methyl-2-pentanone"	574.6	32.7	369	0.356
"108-11-2"	"4-methyl-2-pentanol"	574.4	34.7	380	0.573
"108-16-7"	"1-(dimethylamino)-2-propanol"	626.41	37.9	368	0.841
"108-18-9"	"diisopropylamine"	523.1	32	418	0.388
"108-20-3"	"diisopropyl ether"	500.05	28.8	386	0.339
"108-21-4"	"isopropyl acetate"	532	32.9	336	0.368
"108-22-5"	"isopropenyl acetate"	555.5	36.8	323	0.355
"108-24-7"	"acetic anhydride"	606	40	290	0.454
"108-29-2"	"4-methyl-γ-butyrolactone"	727	48.4	279	0.403
"108-30-5"	"succinic anhydride"	811	67.3	223	0.53
"108-31-6"	"maleic anhydride"	721	72.8	219	0.546
"108-32-7"	"propylene carbonate"	778	54.1	246	0.442
"108-36-1"	"m-dibromobenzene"	761	46.6	372	0.293
"108-38-3"	"m-xylene"	617	35.41	375	0.327
"108-39-4"	"m-cresol"	705.85	45.6	312	0.448
"108-40-7"	"m-methylthiophenol"	716.34	43.86	373.5	0.329
"108-41-8"	"m-chlorotoluene"	660.18	38.53	368.5	0.318
"108-42-9"	"m-chloroaniline"	751	45.9	364	0.42
"108-43-0"	"m-chlorophenol"	729	53.2	320	0.486
"108-44-1"	"m-toluidine"	707	42.8	333	0.435
"108-45-2"	"m-phenylenediamine"	824	51.8	377	0.546
"108-46-3"	"resorcinol"	810	74.9	300	0.677
"108-47-4"	"2,4-dimethylpyridine"	647	38.7	367	0.364
"108-48-5"	"2,6-dimethylpyridine"	623.75	37.5	373	0.345
"108-55-4"	"glutaric anhydride"	838	58	275	0.537
"108-57-6"	"m-divinylbenzene"	692	31.2	440	0.373
"108-64-5"	"ethyl isopentanoate"	587.95	28.4	442	0.4
"108-65-6"	"propylene glycol monomethyl ether acetate"	597.9	30.09	421	0.481
"108-67-8"	"mesitylene"	637.3	31.27	433	0.399
"108-68-9"	"3,5-xylenol"	715.65	36	480	0.485
"108-69-0"	"3,5-dimethylaniline"	695.58	36.84	432	0.433
"108-70-3"	"1,3,5-trichlorobenzene"	718	37.2	425	0.36
"108-75-8"	"2,4,6-trimethylpyridine"	653	33.3	417	0.375
"108-78-1"	"1,3,5-triazine-2,4,6-triamine"	1017	58.6	445	0.695
"108-82-7"	"2,6-dimethyl-4-heptanol"	603	25.5	538	0.802
"108-83-8"	"diisobutyl ketone"	615	24.8	522	0.512
"108-84-9"	"1,3-dimethylbutyl acetate"	618	25.4	494	0.54
"108-86-1"	"bromobenzene"	670.15	45.19	324	0.251
"108-87-2"	"methylcyclohexane"	572.1	34.8	369	0.236
"108-88-3"	"toluene"	591.75	41.08	316	0.264
"108-89-4"	"4-methylpyridine"	646.15	46.6	326	0.301
"108-90-7"	"chlorobenzene"	632.35	45.19	308	0.25
"108-91-8"	"cyclohexylamine"	615	42	360	0.36
"108-93-0"	"cyclohexanol"	650.1	42.6	322	0.369
"108-94-1"	"cyclohexanone"	553	40	311	0.306
"108-95-2"	"phenol"	694.25	61.3	229	0.426
"108-98-5"	"phenyl mercaptan"	689	47.4	315	0.263
"108-99-6"	"3-methylpyridine"	645	46.6	320	0.298
"1081-75-0"	"1,3-diphenylpropane"	797.05	25.1	659.5	0.523
"1081-77-2"	"nonylbenzene"	741	18.95	790	0.638
"1083-56-3"	"1,4-diphenylbutane"	778.3	22	777	0.452
"108836-86-8"	"6-methyl-6-pentadecanol"	757.6	15	920	0.756
"109-06-8"	"2-methylpyridine"	621	46	335	0.299
"109-19-3"	"butyl isopentanoate"	614.21	23.08	509.6	0.771
"109-21-7"	"butyl butanoate"	616	25.4	494	0.482
"109-42-2"	"butyl 10-undecenoate"	760	17	836.4	
"109-43-3"	"dibutyl sebacate"	768	13.2	1050	1.125
"109-49-9"	"5-hexeN-2-one"	595	39.6	342.8	
"109-52-4"	"pentanoic acid"	639.16	35.72	336.2	0.698
"109-53-5"	"isobutyl vinyl ether"	536	31.2	364	0.38
"109-55-7"	"3-dimethylamino-1-propylamine"	637.67	42.1	358	0.591
"109-56-8"	"2-(isopropylamino)ethanol"	626.41	37.9	368	0.841
"109-59-1"	"2-isopropoxyethanol"	582	36.7	350.1	0.783
"109-60-4"	"propyl acetate"	549.73	33.6	345	0.389
"109-64-8"	"1,3-dibromopropane"	669.94	53.44	327.5	0.422
"109-65-9"	"1-bromobutane"	577	45.4	319	0.323
"109-66-0"	"pentane"	469.7	33.7	313	0.252
"109-67-1"	"1-pentene"	464.8	35.6	298	0.236
"109-68-2"	"2-pentene"	467.08	35.26	297.7	0.241
"109-69-3"	"1-chlorobutane"	537	38.2	300	0.274
"109-73-9"	"butylamine"	531.9	42	310	0.329
"109-74-0"	"butyronitrile"	582.35	37.9	278	0.371
"109-75-1"	"vinylacetonitrile"	584	38.8	259	0.378
"109-76-2"	"1,3-propanediamine"	608	51.2	316	0.506
"109-77-3"	"malononitrile"	715	40.4	248	0.502
"109-78-4"	"hydracrylonitrile"	690	48.9	243	0.826
"109-79-5"	"1-butanethiol"	570.1	39.7	307	0.271
"109-83-1"	"methylethanolamine"	630	52.2	253	0.586
"109-86-4"	"2-methoxyethanol"	564	50.1	242	0.733
"109-87-5"	"methylal"	480.6	39.52	213	0.29
"109-89-7"	"diethylamine"	496.6	37.1	301	0.304
"109-90-0"	"ethyl isocyanate"	526	46.07	246.7	0.255
"109-92-2"	"ethyl vinyl ether"	475.15	40.7	263	0.267
"109-93-3"	"divinyl ether"	463	42.5	250	0.291
"109-94-4"	"ethyl formate"	508.4	47.42	229	0.285
"109-97-7"	"pyrrole"	639.75	62.1	230	0.288
"109-99-9"	"tetrahydrofuran"	540.15	51.88	223.9	0.226
"110-00-9"	"furan"	490.15	55	218	0.202
"110-01-0"	"tetrahydrothiophene"	631.95	51.6	249	0.2
"110-02-1"	"thiophene"	579.35	56.9	219	0.197
"110-03-2"	"2,5-dimethyl-2,5-hexanediol"	692.04	31	517	1.28
"110-05-4"	"di-t-butyl peroxide"	547	24.8	508	0.403
"110-06-5"	"di-tert-butyl disulfide"	704.16	26.24	591.5	0.529
"110-12-3"	"5-methyl-2-hexanone"	601	29.7	421	0.434
"110-15-6"	"succinic acid"	806	47.1	317	0.992
"110-16-7"	"maleic acid"	773	49.9	297	0.998
"110-17-8"	"fumaric acid"	771	49.8	297	0.989
"110-18-9"	"N,N,N',N'-tetramethyl-1,2-ethanediamine"	569	28.2	443	0.392
"110-19-0"	"isobutyl acetate"	560.8	30.1	389	0.434
"110-27-0"	"isopropyl tetradecanoate"	738	14	969	0.935
"110-33-8"	"dihexyl adipate"	767	13.2	1050	1.094
"110-36-1"	"butyl myristate"	746	13.4	982.2	
"110-38-3"	"ethyl decanoate"	667	18.93	717.3	0.699
"110-39-4"	"octyl butanoate"	691.8	16.1	751	0.53
"110-41-8"	"2-methylundecanal"	685	18.6	685	0.754
"110-42-9"	"methyl decanoate"	671	19.9	653	0.699
"110-43-0"	"2-heptanone"	611.4	29.4	434	0.419
"110-45-2"	"3-methylbutyl formate"	578	31.3	387	0.409
"110-52-1"	"1,4-dibromobutane"	699.44	46.66	383.5	0.467
"110-53-2"	"1-bromopentane"	564.76	37.68	377.5	0.384
"110-54-3"	"hexane"	507.6	30.25	371	0.301
"110-56-5"	"1,4-dichlorobutane"	641	36.1	343	0.326
"110-57-6"	"1,4-dichloro-trans-2-butene"	646	37.8	346	0.328
"110-58-7"	"pentylamine"	555	35.8	365	0.407
"110-59-8"	"valeronitrile"	603	32.6	331	0.415
"110-60-1"	"1,4-butanediamine"	612.33	46.1	318.3	0.533
"110-61-2"	"succinonitrile"	770	35.4	300	0.559
"110-62-3"	"pentanal"	566.1	39.7	313	0.347
"110-63-4"	"1,4-butanediol"	667	48.8	297	1.189
"110-64-5"	"2-butene-1,4-diol"	679.44	52	279	1.174
"110-65-6"	"2-butyne-1,4-diol"	695	58.6	256	1.13
"110-66-7"	"1-pentanethiol"	598	34.7	359	0.321
"110-67-8"	"3-methoxypropionitrile"	638	36.3	324	0.465
"110-68-9"	"methyl-butylamine"	531.8	35.2	345	0.441
"110-70-3"	"N,N'-dimethyl-1,2-ethanediamine"	612.33	46.1	316.1	0.533
"110-71-4"	"1,2-dimethoxyethane"	536.15	38.71	270.6	0.346
"110-72-5"	"N-ethyl-1,2-ethanediamine"	612.33	46.1	316.1	0.533
"110-73-6"	"2-(ethylamino)ethanol"	571.82	41.4	300	0.711
"110-74-7"	"propyl formate"	538	40.63	285	0.318
"110-77-0"	"2-(ethylthio)ethanol"	641	43.2	325	0.731
"110-78-1"	"propyl isocyanate"	547	40.23	303.3	0.335
"110-80-5"	"2-ethoxyethanol"	569	42.4	294	0.758
"110-81-6"	"3,4-dithiahexane"	642	38.7	358	0.347
"110-82-7"	"cyclohexane"	553.8	40.8	308	0.208
"110-83-8"	"cyclohexene"	560.4	43.5	291	0.212
"110-85-0"	"piperazine"	638	55.3	310	0.414
"110-86-1"	"pyridine"	619.95	56.3	254	0.239
"110-88-3"	"trioxane"	604	58.2	224	0.334
"110-89-4"	"piperidine"	594.05	46.51	308	0.243
"110-91-8"	"morpholine"	618	53.4	276	0.355
"110-93-0"	"6-methyl-5-hepteN-2-one"	635	31.6	451.8	
"110-94-1"	"glutaric acid"	807	44	363	0.959
"110-95-2"	"N,N,N',N'-tetramethyl-1,3-propanediamine"	689	34.5	465.4	
"110-96-3"	"diisobutylamine"	580	25.7	524	0.485
"110-97-4"	"diisopropanolamine"	672	36	454	1.389
"110-99-6"	"diglycolic acid"	820	44.2	331	0.108
"110383-31-8"	"3-methyl-3-hexeN-2-ol"	601	35	341	
"11069-19-5"	"dichlorobutene"	640	37.98	332	0.302
"111-01-3"	"2,6,10,15,19,23-hexamethyltetracosane"	863	8.68	1805	0.915
"111-03-5"	"glycerol 1-monooleate"	885	12.4	1210	0.992
"111-06-8"	"butyl palmitate"	772	12.2	1085.3	
"111-11-5"	"methyl octanoate"	629	23.3	547	0.596
"111-13-7"	"2-octanone"	632.7	26.4	497	0.455
"111-14-8"	"heptanoic acid"	677.3	30.43	468	0.756
"111-15-9"	"2-ethoxyethyl acetate"	607.3	31.66	453	0.552
"111-16-0"	"heptanedioic acid"	805	31.4	469	1.116
"111-20-6"	"sebacic acid"	815	23.5	658	1.205
"111-24-0"	"1,5-dibromopentane"	722.02	41.09	439.5	0.513
"111-25-1"	"1-bromohexane"	623.86	33.61	433.5	0.435
"111-26-2"	"hexylamine"	584	31.8	418	0.458
"111-27-3"	"1-hexanol"	610.3	34.17	387	0.576
"111-29-5"	"1,5-pentanediol"	673	41.5	345	1.222
"111-30-8"	"pentanedial"	660	35.9	347	0.537
"111-31-9"	"1-hexanethiol"	623	30.8	412	0.368
"111-33-1"	"N,N'-dimethyl-1,3-propanediamine"	637.67	42.1	358	0.591
"111-34-2"	"butyl vinyl ether"	536	31.2	364	0.38
"111-35-3"	"3-ethoxy-1-propanol"	582	36.7	350.1	0.783
"111-36-4"	"butyl isocyanate"	568	34.4	360	0.415
"111-39-7"	"N-propylethylenediamine"	637.67	42.1	358	0.591
"111-40-0"	"diethylene triamine"	676	42.2	342	0.7
"111-41-1"	"N-aminoethyl ethanolamine"	698	44.6	387	1.05
"111-42-2"	"diethanolamine"	736.6	42.7	349	0.953
"111-43-3"	"dipropyl ether"	530.6	30.28	382	0.369
"111-44-4"	"bis(2-chloroethyl) ether"	666	35.9	364	0.394
"111-46-6"	"diethylene glycol"	744.6	46	312	0.622
"111-47-7"	"4-thiaheptane"	608	30.8	412	0.374
"111-48-8"	"bis(2-hydroxyethyl) sulfide"	731	46.1	343	1.176
"111-49-9"	"hexamethyleneimine"	624	42.7	361	0.345
"111-51-3"	"N,N,N',N'-tetramethyl-1,4-butanediamine"	715	31.5	525.3	
"111-55-7"	"ethylene glycol diacetate"	653	30.9	416	0.56
"111-61-5"	"ethyl stearate"	772	12.2	1080.1	
"111-65-9"	"octane"	568.7	24.9	486	0.4
"111-66-0"	"1-octene"	567	26.8	468	0.392
"111-67-1"	"oct-2-ene"	564.74	26.94	458.8	0.328
"111-68-2"	"heptylamine"	607	28.5	471	0.511
"111-69-3"	"adiponitrile"	781	28.3	406	0.659
"111-70-6"	"1-heptanol"	632.6	30.58	435	0.567
"111-71-7"	"1-heptanal"	616.8	31.6	434	0.428
"111-74-0"	"N,N'-diethyl-1,2-ethanediamine"	663	38.1	408.4	0.65
"111-75-1"	"2-(butylamino)ethanol"	681	34.4	436	0.97
"111-76-2"	"2-butoxyethanol"	633.9	32.7	423.6	0.521
"111-77-3"	"2-(2-methoxyethoxy)ethanol"	630	35.4	367	0.871
"111-78-4"	"1,5-cyclooctadiene"	645	39	366	0.286
"111-79-5"	"methyl nonylenate"	650	23.5	540.2	
"111-81-9"	"methyl 10-undecenoate"	694	21.5	619.8	
"111-82-0"	"methyl dodecanoate"	712	17.4	758	0.692
"111-83-1"	"1-bromooctane"	665.09	27.21	545.5	0.524
"111-84-2"	"nonane"	594.6	22.9	544	0.444
"111-85-3"	"1-chlorooctane"	642.41	24.43	532.5	0.462
"111-86-4"	"octylamine"	627	25.8	524	0.569
"111-87-5"	"1-octanol"	652.5	27.77	497	0.583
"111-88-6"	"1-octanethiol"	664	25.2	518	0.473
"111-90-0"	"2-(2-ethoxyethoxy)ethanol"	656	31.4	436	0.681
"111-92-2"	"dibutylamine"	602.3	25.7	512	0.53
"111-96-6"	"diethylene glycol dimethyl ether"	608	28.6	422	0.577
"1111-74-6"	"dimethyl silane"	402	35.6	258	0.13
"1111-78-0"	"ammonium carbamate"	539.82	44.51	302.5	0.12
"1112-39-6"	"dimethoxydimethylsilane"	524	26.6	441	0.263
"1115-08-8"	"3-methyl-1,4-pentadiene"	497	34.9	323	0.247
"1115-11-3"	"2-methyl-2-butenal"	570	41	271.5	
"1116-40-1"	"triisobutylamine"	672.77	18.31	733.9	0.675
"1116-76-3"	"trioctylamine"	782	10.1	1370	0.969
"111675-77-5"	"2-methyl-1-heptanol, (±)"	600.92	28.49	488	0.733
"1117-55-1"	"hexyl octanoate"	695	16.6	810.8	
"1117-59-5"	"hexyl pentanoate"	652	20.47	658.7	0.639
"1117-60-8"	"(R)-3,7-dimethyl-1-octanol"	629	23.55	598	0.793
"1117-61-9"	"βcitronellol, (R) - (+)"	656.59	22.36	601.5	0.612
"1117-86-8"	"1,2-octanediol"	672.79	31.07	515.5	1.272
"111767-95-4"	"5-methyl-1-heptanol, (±)"	600.92	28.49	488	0.733
"111768-02-6"	"2,4-dimethyl-1-pentanol, (±)"	587.2	31.51	434.1	0.709
"111768-04-8"	"2-methyl-1-hexanol, (±)"	587.2	31.51	434.1	0.709
"111768-05-9"	"4-methyl-1-hexanol, (±)"	587.2	31.51	434.1	0.709
"111768-08-2"	"3-methyl-1-hexanol, (±)"	587.2	31.51	434.1	0.709
"111772-90-8"	"1-bromo-12-methyltridecane"	750.56	16.09	881.5	0.758
"1118-00-9"	"methyl 2,2-dimethylpropyl ether"	531.9	31.14	378.5	0.298
"1118-58-7"	"2-methyl-1,3-pentadiene"	526.51	34.94	332.4	0.25
"111823-35-9"	"3-methyl-2-isopropyl-1-butene"	554.89	27.04	453.5	0.303
"111897-18-8"	"3-octadecanol, (±)"	775.45	13.3	1026.5	0.847
"1119-06-8"	"hexyl heptanoate"	682	17.4	776	0.759
"1119-16-0"	"4-methylpentanal"	576.34	34.12	382.5	0.433
"1119-51-3"	"5-bromo-1-pentene"	602.3	39.71	358.5	0.367
"1119-60-4"	"6-heptenoic acid"	716	29	451.8	
"1119-65-9"	"2-heptyne"	581.9	33.41	389.5	0.279
"1119-85-3"	"trans-1,4-dicyano-2-butene"	755	29.5	426	0.667
"1119-86-4"	"1,2-decanediol"	697.08	25.35	627.5	1.309
"1119-87-5"	"1,2-dodecanediol"	723.16	21.08	739.5	1.318
"112-05-0"	"nonanoic acid"	710.7	25.14	560	0.772
"112-06-1"	"heptyl acetate"	637	23.3	547	0.595
"112-07-2"	"2-butoxyethyl acetate"	641.2	24.8	549	0.56
"112-10-7"	"isopropyl stearate"	785	11.6	1144	
"112-12-9"	"2-undecanone"	678.01	20.46	657.5	0.653
"112-14-1"	"octyl acetate"	652	21.5	600	0.651
"112-15-2"	"diethylene glycol ethyl ether acetate"	660	24.2	565	0.715
"112-17-4"	"decyl acetate"	678	18.6	705	0.75
"112-18-5"	"dimethyldodecylamine"	714.5	15.1	840	0.612
"112-19-6"	"undecenyl acetate"	716	19	717.4	
"112-20-9"	"nonylamine"	648	23.6	577	0.617
"112-23-2"	"heptyl formate"	628	25.4	494	0.534
"112-24-3"	"triethylene tetramine"	718	31.7	482	0.974
"112-25-4"	"ethylene glycol monohexyl ether"	633	26.2	505	0.9
"112-27-6"	"triethylene glycol"	769.5	33.2	443	0.759
"112-29-8"	"1-bromodecane"	698.43	22.48	657.5	0.611
"112-30-1"	"1-decanol"	687.3	23.15	649	0.622
"112-31-2"	"decanal"	674.2	26	580	0.582
"112-32-3"	"octyl formate"	645	23.3	547	0.587
"112-34-5"	"diethylene glycol monobutyl ether"	692.3	27.9	537	0.655
"112-35-6"	"triethylene glycol monomethyl ether"	677	27.3	496	1.038
"112-36-7"	"diethylene glycol diethyl ether"	624	23.7	558	0.681
"112-37-8"	"undecanoic acid"	732	20.8	653	0.835
"112-38-9"	"10-undecenoic acid"	796	21	675	
"112-39-0"	"methyl palmitate"	733	14.2	923.4	
"112-40-3"	"dodecane"	658	18.2	716	0.576
"112-41-4"	"1-dodecene"	657.6	19.3	684	0.571
"112-42-5"	"1-undecanol"	703.6	21.47	718	0.625
"112-43-6"	"10-undeceN-1-ol"	657	20	609.2	
"112-44-7"	"undecanal"	692	24.9	632	0.62
"112-46-9"	"9-undeceN-1-ol"	657	20	609.2	
"112-47-0"	"1,10-decanediol"	747	21.1	609	0.919
"112-48-1"	"ethylene glycol dibutyl ether"	672	23.4	624.5	
"112-49-2"	"triethylene glycol dimethyl ether"	651	23.1	548	0.792
"112-50-5"	"triethylene glycol monoethyl ether"	679	24.8	567	1.059
"112-51-6"	"6,7-dithiadodecane"	726.94	21.75	703.5	0.614
"112-52-7"	"1-chlorododecane"	711.02	17.26	756.5	0.626
"112-53-8"	"1-dodecanol"	719.4	19.94	716	0.666
"112-54-9"	"dodecanal"	708	24.1	685	0.675
"112-55-0"	"1-dodecanethiol"	724	18.4	729	0.666
"112-57-2"	"tetraethylenepentamine"	774	25.3	636	1.237
"112-58-3"	"dihexyl ether"	658	18.16	698	0.711
"112-59-4"	"di(ethylene glycol) hexyl ether"	684	24.1	631	1.111
"112-60-7"	"tetraethylene glycol"	795	25.9	564	0.917
"112-61-8"	"methyl stearate"	759	12.8	1026.7	
"112-62-9"	"methyl oleate"	764	12.8	1060	1.049
"112-66-3"	"dodecyl acetate"	720.3	14.3	867	1.006
"112-69-6"	"dimethylhexadecylamine"	760.9	11.2	1060	0.716
"112-70-9"	"1-tridecanol"	734	19.35	749	0.712
"112-71-0"	"1-bromotetradecane"	750.56	16.09	881.5	0.758
"112-72-1"	"1-tetradecanol"	747	18.1	802	0.743
"112-73-2"	"diethylene glycol dibutyl ether"	680	17.6	803	0.846
"112-75-4"	"dimethyltetradecylamine"	739.4	13	950	0.669
"112-79-8"	"elaidic acid"	936	15	1085.6	
"112-80-1"	"oleic acid"	781	13.9	1000	1.182
"112-82-3"	"1-bromohexadecane"	773.66	13.87	993.5	0.809
"112-85-6"	"docosanoic acid"	846	9.9	1272.4	
"112-86-7"	"cis-13-docosenoic acid"	996	13	1314	
"112-88-9"	"1-octadecene"	748	13.4	1050	0.794
"112-89-0"	"1-bromooctadecane"	795.03	12.08	1105.5	0.838
"112-92-5"	"1-octadecanol"	790	14.4	1010	0.889
"112-95-8"	"eicosane"	768	11.6	1208	0.907
"112-99-2"	"dioctadecylamine"	1006.21	4.6	2086.5	
"1120-06-5"	"2-decanol"	673.2	23.6	603	0.575
"1120-21-4"	"undecane"	639	19.5	659	0.53
"1120-24-7"	"dimethyldecylamine"	685.3	17.8	730	0.536
"1120-28-1"	"methyl eicosanoate"	785	11.6	1132.9	
"1120-36-1"	"1-tetradecene"	692	16.6	817	0.645
"1120-48-5"	"dioctylamine"	734	12.6	1092.6	0.819
"1120-49-6"	"didecylamine"	782.3	12.1	1172	0.949
"1120-62-3"	"3-methylcyclopentene"	526	41.3	303	0.23
"1122-39-0"	"2,4,5-trimethylpyridine"	653	33.3	417	0.376
"1122-69-6"	"2-ethyl-6-methylpyridine"	653	33.3	417	0.376
"1122-81-2"	"4-propylpyridine"	653	33.3	417	0.376
"1123-00-8"	"cyclopentaneacetic acid"	708	36.2	410	0.614
"1123-73-5"	"2-methyl-3-ethylphenol"	726.44	37.87	365.5	0.495
"1123-85-9"	"2-phenyl-1-propanol"	685	34.9	440	0.764
"1123-94-0"	"3-methyl-4-ethylphenol"	730.79	37.87	365.5	0.495
"1123-96-2"	"2-ethyl-3,5-dimethylpyridine"	673	30	469.4	
"1124-05-6"	"1,4-dichloro-2,5-dimethylbenzene"	735	33	446	
"1124-20-5"	"1-methyl-3-(1-methylethenyl)benzene"	665.71	29.44	525.5	0.39
"1124-62-5"	"(3-chloropropyl)cyclohexane"	662.93	23.41	568.5	0.474
"1125-80-0"	"3-methylisoquinoline"	778.59	37.05	463	0.428
"1126-18-7"	"2-butylcyclohexanone"	710	27.5	519.5	
"1126-78-9"	"N-butylaniline"	690	29.85	525.5	0.69
"1127-76-0"	"1-ethylnaphthalene"	776	33.2	520	0.407
"1134-40-3"	"2,3,6,7-tetramethylnaphthalene"	810.54	23.89	633.5	0.535
"1134-62-9"	"2-butylnaphthalene"	780.96	24.98	633.5	0.533
"113426-22-5"	"3-methyl-2-octene"	593.62	23.72	524.8	0.411
"113666-64-1"	"2-undecanol, (±)"	696.85	21.3	650.5	0.596
"1138-52-9"	"3,5-bis(1,1-dimethylethyl)phenol"	765	22.8	704	0.631
"1141-38-4"	"2,6-naphthalenedicarboxylic acid"	904	30.5	586	1.16
"114180-21-1"	"1-chloro-2-methylbutane, (±)"	556.69	33.67	355.7	0.283
"115-07-1"	"propylene"	364.9	46	185	0.141
"115-09-3"	"methylmercury chloride"	741.32	125.76	128.4	
"115-10-6"	"dimethyl ether"	400.1	53.7	170	0.2
"115-11-7"	"isobutene"	417.9	39.99	238.9	0.189
"115-18-4"	"2-methyl-3-buteN-2-ol"	573	45.5	258.4	
"115-21-9"	"trichloroethylsilane"	559.95	33.3	414	0.269
"115-25-3"	"octafluorocyclobutane"	388.37	27.78	324.8	0.356
"115-69-5"	"2-amino-2-methyl-1,3-propanediol"	715	32.7	349	1.046
"115-70-8"	"2-amino-2-ethyl-1,3-propanediol"	678	38.8	401	1.302
"115-76-4"	"2,2-diethyl-1,3-propanediol"	661.45	35.14	454.5	1.175
"115-77-5"	"pentaerythritol"	780	47.8	381	2.173
"115-84-4"	"2-butyl-2-ethyl-1,3-propanediol"	703.86	27.94	573	1.3
"115-86-6"	"triphenyl phosphate"	1060	162	0	0.775
"115113-98-9"	"2-hepteN-4-ol, (±)"	601	35	341	
"116-02-9"	"3,5,5-trimethylcyclohexanol"	655	33.9	478.8	
"116-09-6"	"1-hydroxy-2-propanone"	596	57.4	228	0.774
"116-14-3"	"tetrafluoroethylene"	306.45	39.44	172	0.227
"116-15-4"	"hexafluoropropylene"	368	29	268	0.205
"116-53-0"	"2-methylbutanoic acid"	643	38.9	347	0.589
"116422-39-0"	"(S)-(+)-2-methoxypropanol"	569	42.4	297.3	0.759
"116668-40-7"	"2-deceN-4-yne"	615	27	486	
"116668-44-1"	"2-methyl-4-hepteN-2-ol"	615	31	387.5	
"116668-45-2"	"2-methyl-3-hepteN-2-ol"	615	31	387.5	
"116668-48-5"	"2,6-dimethyl-2,5-octadiene"	646	30	457.7	
"116668-49-6"	"3,6-dimethyl-2,6-octadiene"	646	30	457.7	
"116668-50-9"	"4-chloro-2-octene"	640.48	25.74	512.5	0.43
"116697-35-9"	"cis-2-ethylcyclohexanol, (±)"	645	35.9	448.2	
"116723-96-7"	"1-methylpentyl butanoate, (S)"	657.2	19	635	0.474
"116724-10-8"	"N-ethyl-2-butanamine, (±)"	559.92	32.83	397.5	0.404
"116724-17-5"	"2,3,3-trimethylcyclohexanol"	655	33.9	478.8	
"116724-18-6"	"1,5,6-trimethylcyclohexene"	620	28.6	451.8	
"116781-85-2"	"2-nitrobutane, (±)"	610	36	337.5	0.402
"116783-21-2"	"1,3-diphenylbutane, (±)"	778.3	22	777	0.452
"116783-23-4"	"sec-butyl methyl ether"	497.32	34.09	330.8	0.327
"116783-29-0"	"cis-2,4-dimethylcyclohexanone"	670	32.5	421.7	
"116836-12-5"	"2-nitrooctane, (±)"	690.75	25.66	565.5	0.643
"116836-13-6"	"5-methyl-1-octeN-3-one"	655	28.6	511.2	
"116836-16-9"	"2-amino-3-pentanol"	626.41	37.9	368	0.841
"116836-30-7"	"cis-9-undecenoic acid"	796	21	675	
"116836-32-9"	"1-methylpropyl pentanoate"	629	23.3	547	0.596
"116836-55-6"	"sec-butyl butanoate, (S)"	599.25	25.13	499	0.472
"116908-83-9"	"2-ethylpentanoic acid, (±)"	680	29.9	442	0.717
"117-81-7"	"bis(2-ethylhexyl) phthalate"	806	11.8	1270	1.142
"117-84-0"	"dioctyl phthalate"	806	11.8	1270	1.142
"117903-18-1"	"1-ethylpropyl butanoate"	610	23.9	500	0.86
"118-69-4"	"2,6-dichlorotoluene"	710	36.2	404	0.343
"118-72-9"	"2,6-dimethylthiophenol"	730.98	38.06	429.5	0.373
"118-74-1"	"hexachlorobenzene"	825	28.5	526	0.497
"118-90-1"	"o-toluic acid"	751	38.6	397	0.657
"118-91-2"	"o-chlorobenzoic acid"	792	40.3	383	0.664
"118-93-4"	"1-(2-hydroxyphenyl)ethanone"	707	44.5	394	0.638
"118-96-7"	"2,4,6-trinitrotoluene"	828	30.4	572	0.897
"1184-58-3"	"dimethylaluminum chloride"	619	36.2	320	0.183
"1184-60-7"	"2-fluoro-1-propene"	396.62	44.21	203.5	0.193
"1184-65-2"	"germane, trichloro"	559.78	46.21	275.96	0.17
"1185-33-7"	"2,2-dimethyl-1-butanol"	589	35.2	376	0.518
"1185-39-3"	"neoheptanoic acid"	680	29.9	442	0.717
"1186-31-8"	"4-methyl-1-hepteN-4-ol"	615	31	387.5	
"1186-53-4"	"2,2,3,4-tetramethylpentane"	592.6	26	490	0.314
"1187-13-9"	"trans-2-ethyl-2-butenoic acid"	696	33	389.4	
"1187-93-5"	"trifluoromethyl trifluorovinyl ether"	363	31.1	289	0.35
"1188-02-9"	"2-methylheptanoic acid"	692	26.9	494	0.779
"1189-99-7"	"2,5,5-trimethylheptane"	602.9	22.19	550	0.383
"119-36-8"	"methyl salicylate"	709	40.9	410	0.581
"119-61-9"	"benzophenone"	830	33.52	567.7	0.502
"119-64-2"	"1,2,3,4-tetrahydronaphthalene"	720	36.5	408	0.335
"119-65-3"	"isoquinoline"	803.15	51	374	0.304
"119-67-5"	"2-formylbenzoic acid"	772	38.3	372	0.819
"119-75-5"	"2-nitro-N-phenylaniline"	835	28.7	623	0.767
"1190-22-3"	"1,3-dichlorobutane"	614.09	35.94	351.5	0.308
"1190-34-7"	"5-methyl-5-hepteN-3-one"	635	31.6	451.8	
